,ID,Property price (USD),Sold date (MM/DD/YYYY),Address,Living area,Living area unit,Price per living area unit (USD),Lot/land area,Lot/land area unit,Bedrooms,Bathrooms,Street address,City,Zip,AC,FormattedAddress,Longitude,Latitude
9024,9025,280000,5/20/2021,"1719 E Apollo Rd, Phoenix, AZ, 85042",1668.0,sqft,167.87,7400.0,sqft,3.0,2.0,1719 E Apollo Rd,Phoenix,85042,1,"1719 E APOLLO RD, PHOENIX, AZ, 85042",-112.04470304555252,33.38646324380886
9025,9026,280000,4/5/2022,"5815 W Turney Ave, Phoenix, AZ, 85031",1305.0,sqft,214.56,6364.0,sqft,3.0,2.0,5815 W Turney Ave,Phoenix,85031,1,"5815 W TURNEY AVE, PHOENIX, AZ, 85031",-112.18525455158857,33.50045569708254
9026,9027,280000,9/2/2022,"4660 N 58th Dr, Phoenix, AZ, 85031",1692.0,sqft,165.48,9374.0,sqft,4.0,2.0,4660 N 58th Dr,Phoenix,85031,1,"4660 N 58TH DR, PHOENIX, AZ, 85031",-112.18479044507927,33.505273903492025
9027,9028,280000,5/27/2021,"5743 N 38th Dr, Phoenix, AZ, 85019",1478.0,sqft,189.45,6791.0,sqft,4.0,2.0,5743 N 38th Dr,Phoenix,85019,1,"5743 N 38TH DR, PHOENIX, AZ, 85019",-112.14106970764459,33.52153291381927
9028,9029,280000,10/20/2022,"3834 W Brown St, Phoenix, AZ, 85051",1768.0,sqft,158.37,9309.0,sqft,3.0,2.0,3834 W Brown St,Phoenix,85051,1,"3834 W BROWN ST, PHOENIX, AZ, 85051",-112.14074576500957,33.57799545689636
9029,9030,280000,12/14/2022,"8508 N 37th Ave, Phoenix, AZ, 85051",1066.0,sqft,262.66,6595.0,sqft,3.0,2.0,8508 N 37th Ave,Phoenix,85051,1,"8508 N 37TH AVE, PHOENIX, AZ, 85051",-112.13864681629713,33.56062861619324
9030,9031,280000,4/9/2021,"3747 W Seldon Ln, Phoenix, AZ, 85051",1288.0,sqft,217.39,6033.0,sqft,4.0,2.0,3747 W Seldon Ln,Phoenix,85051,1,"3747 W SELDON LN, PHOENIX, AZ, 85051",-112.1398459482607,33.56096785984863
9031,9032,280000,1/5/2024,"4023 W Harmont Dr, Phoenix, AZ, 85051",1506.0,sqft,185.92,4682.0,sqft,3.0,2.0,4023 W Harmont Dr,Phoenix,85051,1,"4023 W HARMONT DR, PHOENIX, AZ, 85051",-112.14640382489517,33.554269519531545
9032,9033,280000,4/16/2021,"3526 W Royal Palm Rd, Phoenix, AZ, 85051",1457.0,sqft,192.18,6996.0,sqft,3.0,2.0,3526 W Royal Palm Rd,Phoenix,85051,1,"3526 W ROYAL PALM RD, PHOENIX, AZ, 85051",-112.13512267319152,33.55570616722554
9033,9034,280000,6/5/2023,"3536 W Northview Ave, Phoenix, AZ, 85051",1562.0,sqft,179.26,7279.0,sqft,4.0,2.0,3536 W Northview Ave,Phoenix,85051,1,"3536 W NORTHVIEW AVE, PHOENIX, AZ, 85051",-112.13501246762382,33.54376316884253
9034,9035,280000,6/23/2021,"7138 N 28th Dr, Phoenix, AZ, 85051",1139.0,sqft,245.83,3392.0,sqft,2.0,2.0,7138 N 28th Dr,Phoenix,85051,1,"7138 N 28TH DR, PHOENIX, AZ, 85051",-112.1197807077748,33.54166616832708
9035,9036,280000,9/3/2021,"4140 W Ocotillo Rd, Phoenix, AZ, 85019",1378.0,sqft,203.19,6991.0,sqft,3.0,2.0,4140 W Ocotillo Rd,Phoenix,85019,1,"4140 W OCOTILLO RD, PHOENIX, AZ, 85019",-112.14877888134748,33.53488017077336
9036,9037,280000,4/5/2023,"3020 W Flynn Ln, Phoenix, AZ, 85017",1192.0,sqft,234.9,6726.0,sqft,3.0,2.0,3020 W Flynn Ln,Phoenix,85017,1,"3020 W FLYNN LN, PHOENIX, AZ, 85017",-112.12453722786421,33.53769935634881
9037,9038,280000,12/16/2022,"6144 N 27th Dr, Phoenix, AZ, 85017",1002.0,sqft,279.44,6726.0,sqft,3.0,1.0,6144 N 27th Dr,Phoenix,85017,1,"6144 N 27TH DR, PHOENIX, AZ, 85017",-112.11789069729173,33.5266265279206
9038,9039,280000,10/3/2023,"3626 W Ocotillo Rd, Phoenix, AZ, 85019",1656.0,sqft,169.08,6813.0,sqft,3.0,2.0,3626 W Ocotillo Rd,Phoenix,85019,1,"3626 W OCOTILLO RD, PHOENIX, AZ, 85019",-112.13704071612312,33.53488017015661
9039,9040,280000,5/16/2023,"5754 N 31st Ln, Phoenix, AZ, 85017",1741.0,sqft,160.83,6473.0,sqft,3.0,3.0,5754 N 31st Ln,Phoenix,85017,1,"5754 N 31ST LN, PHOENIX, AZ, 85017",-112.12740520268125,33.52165679783519
9040,9041,280000,1/5/2022,"6809 N 24th Dr, Phoenix, AZ, 85015",1117.0,sqft,250.67,9801.0,sqft,3.0,1.0,6809 N 24th Dr,Phoenix,85015,1,"6809 N 24TH DR, PHOENIX, AZ, 85015",-112.11088442689118,33.536988815286236
9041,9042,280000,2/22/2023,"21059 N 34th Ave, Phoenix, AZ, 85027",1200.0,sqft,233.33,6534.0,sqft,3.0,3.0,21059 N 34th Ave,Phoenix,85027,1,"21059 N 34TH AVE, PHOENIX, AZ, 85027",-112.13303710717565,33.6782688784175
9042,9043,280000,11/19/2021,"20826 N 31st Ave, Phoenix, AZ, 85027",823.0,sqft,340.22,4185.0,sqft,2.0,1.0,20826 N 31st Ave,Phoenix,85027,1,"20826 N 31ST AVE, PHOENIX, AZ, 85027",-112.12607008287063,33.675071306898246
9043,9044,280000,5/7/2021,"19841 N 36th Dr, Glendale, AZ, 85308",1605.0,sqft,174.45,4116.0,sqft,3.0,2.5,19841 N 36th Dr,Glendale,85308,1,"19841 N 36TH DR, GLENDALE, AZ, 85308",-112.13713664437353,33.66662940200155
9044,9045,280000,4/7/2021,"4523 W Wahalla Ln, Glendale, AZ, 85308",1704.0,sqft,164.32,7306.0,sqft,,2.33,4523 W Wahalla Ln,Glendale,85308,1,"4523 W WAHALLA LN, GLENDALE, AZ, 85308",-112.15450812963411,33.66710922135661
9045,9046,280000,4/29/2022,"2833 W Villa Maria Dr, Phoenix, AZ, 85053",1343.0,sqft,208.49,8115.0,sqft,3.0,2.0,2833 W Villa Maria Dr,Phoenix,85053,1,"2833 W VILLA MARIA DR, PHOENIX, AZ, 85053",-112.11969465323466,33.651708477507384
9046,9047,280000,3/13/2023,"18416 N 31st Ave, Phoenix, AZ, 85053",936.0,sqft,299.15,6099.0,sqft,2.0,1.0,18416 N 31st Ave,Phoenix,85053,1,"18416 N 31ST AVE, PHOENIX, AZ, 85053",-112.12587880615888,33.65339171827668
9047,9048,280000,7/16/2021,"3420 W Country Gables Dr, Phoenix, AZ, 85053",1128.0,sqft,248.23,6276.0,sqft,3.0,1.75,3420 W Country Gables Dr,Phoenix,85053,1,"3420 W COUNTRY GABLES DR, PHOENIX, AZ, 85053",-112.13257308878542,33.622324158047206
9048,9049,280000,3/12/2024,"14426 N 36th Ave, Phoenix, AZ, 85053",1396.0,sqft,200.57,9089.0,sqft,3.0,2.0,14426 N 36th Ave,Phoenix,85053,1,"14426 N 36TH AVE, PHOENIX, AZ, 85053",-112.13638529201393,33.61693736288794
9049,9050,280000,11/30/2021,"3962 W Hearn Rd, Phoenix, AZ, 85053",1376.0,sqft,203.49,7493.0,sqft,,2.0,3962 W Hearn Rd,Phoenix,85053,1,"3962 W HEARN RD, PHOENIX, AZ, 85053",-112.14418976607641,33.614824417474495
9050,9051,280000,2/5/2024,"16438 N 46th Ln, Glendale, AZ, 85306",1298.0,sqft,215.72,8278.0,sqft,,2.0,16438 N 46th Ln,Glendale,85306,1,"16438 N 46TH LN, GLENDALE, AZ, 85306",-112.15920696908017,33.63548548077205
9051,9052,280000,12/30/2021,"5041 W Beverly Ln, Glendale, AZ, 85306",1376.0,sqft,203.49,8552.0,sqft,,2.0,5041 W Beverly Ln,Glendale,85306,1,"5041 W BEVERLY LN, GLENDALE, AZ, 85306",-112.16709521269627,33.63306087164398
9052,9053,280000,11/24/2021,"15838 N 23rd Ave, Phoenix, AZ, 85023",2016.0,sqft,138.89,7898.0,sqft,,2.0,15838 N 23rd Ave,Phoenix,85023,1,"15838 N 23RD AVE, PHOENIX, AZ, 85023",-112.1080885436212,33.629361451697605
9053,9054,280000,12/30/2022,"13427 N 15th Dr, Phoenix, AZ, 85023",1586.0,sqft,176.54,10600.0,sqft,3.0,2.0,13427 N 15th Dr,Phoenix,85023,1,"13427 N 15TH DR, PHOENIX, AZ, 85023",-112.09185352767315,33.60928835261956
9054,9055,280000,6/23/2021,"20825 N 16th Ave, Phoenix, AZ, 85027",999.0,sqft,280.28,7288.0,sqft,2.0,1.5,20825 N 16th Ave,Phoenix,85027,1,"20825 N 16TH AVE, PHOENIX, AZ, 85027",-112.09365561097331,33.67554273668145
9055,9056,280000,2/7/2023,"908 W Mohawk Ln, Phoenix, AZ, 85027",1617.0,sqft,173.16,7147.0,sqft,4.0,2.0,908 W Mohawk Ln,Phoenix,85027,1,"908 W MOHAWK LN, PHOENIX, AZ, 85027",-112.08448258159734,33.67389543439651
9056,9057,280000,7/30/2021,"1529 W Taro Ln, Phoenix, AZ, 85027",1674.0,sqft,167.26,8543.0,sqft,3.0,2.0,1529 W Taro Ln,Phoenix,85027,1,"1529 W TARO LN, PHOENIX, AZ, 85027",-112.09298751333677,33.659010559577894
9057,9058,280000,12/30/2022,"1834 W Utopia Rd, Phoenix, AZ, 85027",832.0,sqft,336.54,8207.0,sqft,2.0,1.0,1834 W Utopia Rd,Phoenix,85027,1,"1834 W UTOPIA RD, PHOENIX, AZ, 85027",-112.0986727025142,33.66202057624457
9058,9059,280000,9/22/2021,"19661 N Central Ave, Phoenix, AZ, 85024",1089.0,sqft,257.12,6387.0,sqft,2.0,2.0,19661 N Central Ave,Phoenix,85024,1,"19661 N CENTRAL AVE, PHOENIX, AZ, 85024",-112.07452978964727,33.66533969746479
9059,9060,280000,,"19024 N 15th St, Phoenix, AZ, 85024",1136.0,sqft,246.48,,,3.0,2.0,19024 N 15th St,Phoenix,85024,1,"19024 N 15TH ST, PHOENIX, AZ, 85024",-112.04976133167838,33.659331930316625
9060,9061,280000,10/31/2022,"1017 E Wahalla Ln, Phoenix, AZ, 85024",1136.0,sqft,246.48,4686.0,sqft,,2.0,1017 E Wahalla Ln,Phoenix,85024,1,"1017 E WAHALLA LN, PHOENIX, AZ, 85024",-112.0589757936084,33.66742510713124
9061,9062,280000,5/17/2021,"927 E Villa Rita Dr, Phoenix, AZ, 85022",1097.0,sqft,255.24,3340.0,sqft,2.0,2.0,927 E Villa Rita Dr,Phoenix,85022,1,"927 E VILLA RITA DR, PHOENIX, AZ, 85022",-112.0606141015324,33.650928558960175
9062,9063,280000,4/12/2021,"1319 E Angela Dr, Phoenix, AZ, 85022",1593.0,sqft,175.77,4514.0,sqft,,3.0,1319 E Angela Dr,Phoenix,85022,1,"1319 E ANGELA DR, PHOENIX, AZ, 85022",-112.05455606876177,33.6456617470202
9063,9064,280000,7/18/2022,"16033 N 23rd St, Phoenix, AZ, 85022",1386.0,sqft,202.02,9891.0,sqft,3.0,1.0,16033 N 23rd St,Phoenix,85022,1,"16033 N 23RD ST, PHOENIX, AZ, 85022",-112.03307282256856,33.63286332520539
9064,9065,280000,10/21/2022,"2205 E Paradise Ln, Phoenix, AZ, 85022",1407.0,sqft,199.0,7737.0,sqft,3.0,2.0,2205 E Paradise Ln,Phoenix,85022,1,"2205 E PARADISE LN, PHOENIX, AZ, 85022",-112.03491524964284,33.63327253731086
9065,9066,280000,7/12/2022,"14407 N 36th St, Phoenix, AZ, 85032",1895.0,sqft,147.76,7840.0,sqft,,2.0,14407 N 36th St,Phoenix,85032,1,"14407 N 36TH ST, PHOENIX, AZ, 85032",-112.0045551165577,33.61739672194153
9066,9067,280000,6/25/2021,"2465 E Claire Dr, Phoenix, AZ, 85032",1266.0,sqft,221.17,9273.0,sqft,,2.0,2465 E Claire Dr,Phoenix,85032,1,"2465 E CLAIRE DR, PHOENIX, AZ, 85032",-112.02826375144173,33.61982807385988
9067,9068,280000,3/25/2022,"16811 S 8th St, Phoenix, AZ, 85048",1317.0,sqft,212.6,4530.0,sqft,,2.67,16811 S 8th St,Phoenix,85048,1,"16811 S 8TH ST, PHOENIX, AZ, 85048",-112.06411251282657,33.29398966924754
9068,9069,280000,4/14/2021,"4519 E White Aster St, Phoenix, AZ, 85044",1558.0,sqft,179.72,5602.0,sqft,,2.33,4519 E White Aster St,Phoenix,85044,1,"4519 E WHITE ASTER ST, PHOENIX, AZ, 85044",-111.9863523995187,33.310673581156266
9069,9070,280000,1/6/2022,"12402 S Potomac St, Phoenix, AZ, 85044",1004.0,sqft,278.88,4129.0,sqft,,2.0,12402 S Potomac St,Phoenix,85044,1,"12402 S POTOMAC ST, PHOENIX, AZ, 85044",-111.97997639173354,33.334790443395605
9070,9071,280000,5/21/2021,"11223 W Monterosa St, Phoenix, AZ, 85037",931.0,sqft,300.75,4200.0,sqft,2.0,2.0,11223 W Monterosa St,Phoenix,85037,1,"11223 W MONTEROSA ST, PHOENIX, AZ, 85037",-112.30095447434604,33.494207521870806
9071,9072,280000,4/16/2021,"5605 S 14th Way, Phoenix, AZ, 85040",1545.0,sqft,181.23,6212.0,sqft,3.0,2.0,5605 S 14th Way,Phoenix,85040,1,"5605 S 14TH WAY, PHOENIX, AZ, 85040",-112.04981236330354,33.39561088888439
9072,9073,280000,4/2/2021,"6238 W Wood St, Phoenix, AZ, 85043",1442.0,sqft,194.17,5289.0,sqft,3.0,2.0,6238 W Wood St,Phoenix,85043,1,"6238 W WOOD ST, PHOENIX, AZ, 85043",-112.19357629775612,33.409812323830806
9073,9074,280000,11/29/2021,"5321 W Sunland Ave, Laveen, AZ, 85339",2633.0,sqft,106.34,9931.0,sqft,4.0,2.0,5321 W Sunland Ave,Laveen,85339,1,"5321 W SUNLAND AVE, LAVEEN, AZ, 85339",-112.17361635621069,33.39567959961573
9074,9075,280000,6/30/2021,"1622 W Donner Dr, Phoenix, AZ, 85041",1598.0,sqft,175.22,7521.0,sqft,,2.67,1622 W Donner Dr,Phoenix,85041,1,"1622 W DONNER DR, PHOENIX, AZ, 85041",-112.09360292060063,33.378485267806695
9075,9076,280000,8/10/2021,"7116 S 24th Ln, Phoenix, AZ, 85041",1776.0,sqft,157.66,1.0,acres,3.0,2.0,7116 S 24th Ln,Phoenix,85041,1,"7116 S 24TH LN, PHOENIX, AZ, 85041",-112.11165628194072,33.382474055014995
9076,9077,280000,7/28/2021,"7921 W Napoli St, Phoenix, AZ, 85043",1277.0,sqft,219.26,4791.0,sqft,3.0,2.0,7921 W Napoli St,Phoenix,85043,1,"7921 W NAPOLI ST, PHOENIX, AZ, 85043",-112.23056887424679,33.41786987432147
9077,9078,280000,6/30/2021,"3818 W Lincoln St, Phoenix, AZ, 85009",750.0,sqft,373.33,0.52,acres,2.0,1.0,3818 W Lincoln St,Phoenix,85009,1,"3818 W LINCOLN ST, PHOENIX, AZ, 85009",-112.14146688890128,33.44231438947128
9078,9079,280000,1/11/2023,"1631 E Jones Ave, Phoenix, AZ, 85040",1235.0,sqft,226.72,5344.0,sqft,3.0,2.0,1631 E Jones Ave,Phoenix,85040,1,"1631 E JONES AVE, PHOENIX, AZ, 85040",-112.04471366116286,33.410650077526725
9079,9080,280000,5/9/2022,"2941 W Villa Maria Dr, Phoenix, AZ, 85053",1640.0,sqft,170.73,7887.0,sqft,,2.0,2941 W Villa Maria Dr,Phoenix,85053,1,"2941 W VILLA MARIA DR, PHOENIX, AZ, 85053",-112.12267258307116,33.65174756213588
9080,9081,280000,3/17/2023,"3004 W Pecan Rd, Phoenix, AZ, 85041",1993.0,sqft,140.49,6986.0,sqft,3.0,2.0,3004 W Pecan Rd,Phoenix,85041,1,"3004 W PECAN RD, PHOENIX, AZ, 85041",-112.12206524860017,33.395091447822665
9081,9082,280000,7/26/2021,"6622 W Taylor St, Phoenix, AZ, 85043",1508.0,sqft,185.68,2400.0,sqft,3.0,3.0,6622 W Taylor St,Phoenix,85043,1,"6622 W TAYLOR ST, PHOENIX, AZ, 85043",-112.202105438952,33.45393634401546
9082,9083,280000,4/1/2021,"111 N 65th Dr, Phoenix, AZ, 85043",1532.0,sqft,182.77,4185.0,sqft,3.0,3.0,111 N 65th Dr,Phoenix,85043,1,"111 N 65TH DR, PHOENIX, AZ, 85043",-112.19970564294601,33.4483495232285
9083,9084,280000,10/14/2021,"17365 N Cave Creek Rd UNIT 100, Phoenix, AZ, 85032",1186.0,sqft,236.09,1437.0,sqft,2.0,3.0,17365 N Cave Creek Rd UNIT 100,Phoenix,85032,1,"17365 N CAVE CREEK RD, PHOENIX, AZ, 85032",-112.03077715174845,33.64366704959912
9084,9085,280000,3/16/2022,"2434 E Cambridge Ave, Phoenix, AZ, 85008",936.0,sqft,299.15,6848.0,sqft,,1.0,2434 E Cambridge Ave,Phoenix,85008,1,"2434 E CAMBRIDGE AVE, PHOENIX, AZ, 85008",-112.02871757565504,33.477619754786474
9085,9086,280000,6/17/2021,"8421 W Lewis Ave, Phoenix, AZ, 85037",1449.0,sqft,193.24,2165.0,sqft,3.0,3.0,8421 W Lewis Ave,Phoenix,85037,1,"8421 W LEWIS AVE, PHOENIX, AZ, 85037",-112.24008016394788,33.47385976950619
9086,9087,280000,5/28/2021,"4212 S 21st St, Phoenix, AZ, 85040",1239.0,sqft,225.99,5912.0,sqft,3.0,2.0,4212 S 21st St,Phoenix,85040,1,"4212 S 21ST ST, PHOENIX, AZ, 85040",-112.03671184748828,33.40843392449233
9087,9088,280000,4/4/2022,"3213 E Emile Zola Ave, Phoenix, AZ, 85032",1636.0,sqft,171.15,7392.0,sqft,2.0,2.0,3213 E Emile Zola Ave,Phoenix,85032,1,"3213 E EMILE ZOLA AVE, PHOENIX, AZ, 85032",-112.01291826196092,33.607849531101294
9088,9089,280000,7/15/2021,"4718 N 79th Ave, Phoenix, AZ, 85033",1415.0,sqft,197.88,6720.0,sqft,,2.0,4718 N 79th Ave,Phoenix,85033,1,"4718 N 79TH AVE, PHOENIX, AZ, 85033",-112.22874328612932,33.507070490142326
9089,9090,280000,3/25/2021,"2153 W Monte Cristo Ave, Phoenix, AZ, 85023",1454.0,sqft,192.57,2100.0,sqft,3.0,3.0,2153 W Monte Cristo Ave,Phoenix,85023,1,"2153 W MONTE CRISTO AVE, PHOENIX, AZ, 85023",-112.10547464641326,33.63100256403965
9090,9091,280000,4/1/2021,"4813 S 5th Ave, Phoenix, AZ, 85041",1294.0,sqft,216.38,3129.0,sqft,3.0,2.0,4813 S 5th Ave,Phoenix,85041,1,"4813 S 5TH AVE, PHOENIX, AZ, 85041",-112.07850885163305,33.40243903729305
9091,9092,280000,6/1/2021,"7771 W Pipestone Pl, Phoenix, AZ, 85035",1503.0,sqft,186.29,1742.0,sqft,3.0,4.0,7771 W Pipestone Pl,Phoenix,85035,1,"7771 W PIPESTONE PL, PHOENIX, AZ, 85035",-112.22579957078352,33.47227859191946
9092,9093,280000,5/4/2021,"2038 N 77th Dr, Phoenix, AZ, 85035",1383.0,sqft,202.46,1742.0,sqft,3.0,4.0,2038 N 77th Dr,Phoenix,85035,1,"2038 N 77TH DR, PHOENIX, AZ, 85035",-112.22516130409895,33.470431963290935
9093,9094,280607,11/16/2022,"4252 N 111th Ln, Phoenix, AZ, 85037",931.0,sqft,301.4,4200.0,sqft,2.0,2.0,4252 N 111th Ln,Phoenix,85037,1,"4252 N 111TH LN, PHOENIX, AZ, 85037",-112.29918033358524,33.496821435900415
9094,9095,280820,7/22/2021,"7819 W Florence Ave, Phoenix, AZ, 85043",1698.0,sqft,165.38,5923.0,sqft,,2.0,7819 W Florence Ave,Phoenix,85043,1,,,
9095,9096,280910,3/22/2021,"7835 W Globe Ave, Phoenix, AZ, 85043",1698.0,sqft,165.44,5243.0,sqft,,2.0,7835 W Globe Ave,Phoenix,85043,1,,,
9096,9097,281000,4/9/2021,"8528 W College Dr, Phoenix, AZ, 85037",1500.0,sqft,187.33,7514.0,sqft,3.0,2.0,8528 W College Dr,Phoenix,85037,1,"8528 W COLLEGE DR, PHOENIX, AZ, 85037",-112.24300294984027,33.508294179330505
9097,9098,281000,7/16/2021,"6313 N 29th Ave, Phoenix, AZ, 85017",1250.0,sqft,224.8,9375.0,sqft,3.0,2.0,6313 N 29th Ave,Phoenix,85017,1,"6313 N 29TH AVE, PHOENIX, AZ, 85017",-112.1211777330767,33.529858170006094
9098,9099,281000,5/12/2023,"7012 S 77th Ln, Laveen, AZ, 85339",1382.0,sqft,203.33,5662.0,sqft,3.0,2.0,7012 S 77th Ln,Laveen,85339,1,"7012 S 77TH LN, LAVEEN, AZ, 85339",-112.22585293898794,33.38267102545478
9099,9100,281270,8/20/2021,"3019 S 78th Ln, Phoenix, AZ, 85043",1717.0,sqft,163.81,5186.0,sqft,,2.0,3019 S 78th Ln,Phoenix,85043,1,,,
9100,9101,281301,4/17/2023,"11820 S Paiute St, Phoenix, AZ, 85044",2147.0,sqft,131.02,9936.0,sqft,3.0,2.0,11820 S Paiute St,Phoenix,85044,1,"11820 S PAIUTE ST, PHOENIX, AZ, 85044",-111.98189618322795,33.34029460198991
9101,9102,281500,5/5/2023,"1835 W Pollack St, Phoenix, AZ, 85041",1791.0,sqft,157.17,2320.0,sqft,3.0,3.0,1835 W Pollack St,Phoenix,85041,1,"1835 W POLLACK ST, PHOENIX, AZ, 85041",-112.0976824503644,33.37994759781401
9102,9103,281635,9/3/2021,"3031 S 78th Ln, Phoenix, AZ, 85043",1717.0,sqft,164.03,5181.0,sqft,4.0,2.0,3031 S 78th Ln,Phoenix,85043,1,,,
9103,9104,281870,8/23/2021,"7807 W Florence Ave, Phoenix, AZ, 85043",1698.0,sqft,166.0,5881.0,sqft,,2.0,7807 W Florence Ave,Phoenix,85043,1,,,
9104,9105,281990,10/21/2021,"7730 W Florence Ave, Phoenix, AZ, 85043",1553.0,sqft,181.58,5707.0,sqft,,2.0,7730 W Florence Ave,Phoenix,85043,1,,,
9105,9106,282000,11/15/2022,"8042 W Elm St, Phoenix, AZ, 85033",1172.0,sqft,240.61,6351.0,sqft,3.0,2.0,8042 W Elm St,Phoenix,85033,1,"8042 W ELM ST, PHOENIX, AZ, 85033",-112.2326821251034,33.50610057666978
9106,9107,282000,1/31/2023,"6910 W Monterey Way, Phoenix, AZ, 85033",952.0,sqft,296.22,6329.0,sqft,2.0,2.0,6910 W Monterey Way,Phoenix,85033,1,"6910 W MONTEREY WAY, PHOENIX, AZ, 85033",-112.20884892320578,33.48426881706911
9107,9108,282000,4/8/2021,"7030 S 42nd St, Phoenix, AZ, 85042",1490.0,sqft,189.26,3877.0,sqft,3.0,2.0,7030 S 42nd St,Phoenix,85042,1,"7030 S 42ND ST, PHOENIX, AZ, 85042",-111.99150361877145,33.38297396249271
9108,9109,282000,3/22/2023,"4237 N 48th Dr, Phoenix, AZ, 85031",1116.0,sqft,252.69,5998.0,sqft,3.0,2.0,4237 N 48th Dr,Phoenix,85031,1,"4237 N 48TH DR, PHOENIX, AZ, 85031",-112.16283083297242,33.497944203460236
9109,9110,282000,8/12/2022,"4457 W Taro Dr, Glendale, AZ, 85308",884.0,sqft,319.0,5717.0,sqft,2.0,2.0,4457 W Taro Dr,Glendale,85308,1,"4457 W TARO DR, GLENDALE, AZ, 85308",-112.15589572575868,33.65852524333866
9110,9111,282000,3/2/2023,"2707 E Campo Bello Dr, Phoenix, AZ, 85032",1361.0,sqft,207.2,1.0,acres,3.0,2.0,2707 E Campo Bello Dr,Phoenix,85032,1,"2707 E CAMPO BELLO DR, PHOENIX, AZ, 85032",-112.02392694085728,33.64412455794303
9111,9112,282000,4/28/2021,"1433 E Huntington Dr, Phoenix, AZ, 85040",1471.0,sqft,191.71,5658.0,sqft,3.0,2.0,1433 E Huntington Dr,Phoenix,85040,1,"1433 E HUNTINGTON DR, PHOENIX, AZ, 85040",-112.0508197643116,33.39313929499309
9112,9113,282000,6/1/2021,"3711 W Darrow St, Phoenix, AZ, 85041",1202.0,sqft,234.61,5132.0,sqft,3.0,2.0,3711 W Darrow St,Phoenix,85041,1,"3711 W DARROW ST, PHOENIX, AZ, 85041",-112.13869852136554,33.37824311996451
9113,9114,282000,4/23/2021,"6108 S 37th Dr, Phoenix, AZ, 85041",1458.0,sqft,193.42,6225.0,sqft,3.0,2.0,6108 S 37th Dr,Phoenix,85041,1,"6108 S 37TH DR, PHOENIX, AZ, 85041",-112.13846264760599,33.390636379857824
9114,9115,282135,5/18/2021,"7752 W Miami St, Phoenix, AZ, 85043",1717.0,sqft,164.32,0.25,acres,,2.0,7752 W Miami St,Phoenix,85043,1,,,
9115,9116,282500,9/1/2021,"8428 W Holly St, Phoenix, AZ, 85037",927.0,sqft,304.75,6612.0,sqft,2.0,2.0,8428 W Holly St,Phoenix,85037,1,"8428 W HOLLY ST, PHOENIX, AZ, 85037",-112.24080482469333,33.47010870354114
9116,9117,282500,2/27/2023,"9823 N 17th Dr, Phoenix, AZ, 85021",1734.0,sqft,162.92,6556.0,sqft,3.0,2.0,9823 N 17th Dr,Phoenix,85021,1,"9823 N 17TH DR, PHOENIX, AZ, 85021",-112.09697331493305,33.57522363884766
9117,9118,282500,10/25/2021,"3048 W Crocus Dr, Phoenix, AZ, 85053",1702.0,sqft,165.98,8428.0,sqft,,2.0,3048 W Crocus Dr,Phoenix,85053,1,"3048 W CROCUS DR, PHOENIX, AZ, 85053",-112.1238578285093,33.615294593875944
9118,9119,282500,5/17/2022,"17021 N 37th Ave, Glendale, AZ, 85308",1505.0,sqft,187.71,8314.0,sqft,,2.0,17021 N 37th Ave,Glendale,85308,1,"17021 N 37TH AVE, GLENDALE, AZ, 85308",-112.13871462801274,33.640126809120375
9119,9120,282735,7/22/2021,"5326 W Alta Mesa Ave, Laveen, AZ, 85339",1589.0,sqft,177.93,5750.0,sqft,,2.33,5326 W Alta Mesa Ave,Laveen,85339,1,,,
9120,9121,282820,3/22/2021,"7847 W Globe Ave, Phoenix, AZ, 85043",1698.0,sqft,166.56,5166.0,sqft,,2.0,7847 W Globe Ave,Phoenix,85043,1,"7847 W GLOBE AVE, PHOENIX, AZ, 85043",-112.22856443130138,33.418426025791405
9121,9122,283000,2/16/2024,"7719 W Pinchot Ave, Phoenix, AZ, 85033",1593.0,sqft,177.65,7710.0,sqft,2.0,2.0,7719 W Pinchot Ave,Phoenix,85033,1,"7719 W PINCHOT AVE, PHOENIX, AZ, 85033",-112.22532625076104,33.482002660548346
9122,9123,283000,8/17/2021,"7346 W Heatherbrae Dr, Phoenix, AZ, 85033",1242.0,sqft,227.86,7540.0,sqft,3.0,2.0,7346 W Heatherbrae Dr,Phoenix,85033,1,"7346 W HEATHERBRAE DR, PHOENIX, AZ, 85033",-112.21713989801765,33.49744682141727
9123,9124,283000,3/30/2022,"4530 W Paradise Dr, Glendale, AZ, 85304",1700.0,sqft,166.47,7275.0,sqft,,3.0,4530 W Paradise Dr,Glendale,85304,1,"4530 W PARADISE DR, GLENDALE, AZ, 85304",-112.15670682946262,33.595038059933074
9124,9125,283000,11/16/2023,"3501 W Sierra St, Phoenix, AZ, 85029",1606.0,sqft,176.21,7420.0,sqft,3.0,2.0,3501 W Sierra St,Phoenix,85029,1,"3501 W SIERRA ST, PHOENIX, AZ, 85029",-112.1340993935139,33.59091628333255
9125,9126,283000,8/31/2022,"3346 W Rosewood Ave, Phoenix, AZ, 85029",900.0,sqft,314.44,6332.0,sqft,2.0,1.0,3346 W Rosewood Ave,Phoenix,85029,1,"3346 W ROSEWOOD AVE, PHOENIX, AZ, 85029",-112.13173373962644,33.60011216101691
